ds,yhat,yhat_lower,yhat_upper,Actual,Type
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,537518.57,Actual
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,1231428.46,Actual
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,641965.2,Actual
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,1308179.02,Actual
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,352260.97,Actual
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,1200888.28,Actual
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,510296.07,Actual
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,1272842.85,Actual
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,2191767.76,Actual
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,1011201.12,Actual
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,491290.37,Actual
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,2014954.79,Actual
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,1865820.81,Actual
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,967310.82,Actual
2010-09-10,994143.5814527516,228453.57034209435,1687548.5770355102,535769.32,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1159132.58,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,725043.04,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,336253.19,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,852882.61,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,885445.47,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1308537.75,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1629978.46,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,282558.65,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,831443.61,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,836707.85,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1899959.61,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1948359.78,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1386789.31,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,536871.58,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,855046.95,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1273295.46,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,716987.58,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,583210.87,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,463448.59,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1430378.67,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,871264.25,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,463752.89,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1294105.01,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1215676.31,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1159812.35,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,628989.88,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1953539.85,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,462058.19,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,501251.4,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,454694.21,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,918285.97,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,522049.52,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1790279.74,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1793903.6,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,489408.53,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1043962.36,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,279364.13,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,997998.21,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1111170.91,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1716755.78,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,363064.64,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,923473.7,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,246277.18,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,684340.86,Actual
2010-09-17,954810.0075349512,227339.4524857217,1579273.4296056966,1252915.43,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,355626.87,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,488008.83,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,671688.06,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,494265.48,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,758069.78,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1110941.78,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,844373.31,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,448392.17,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,465338.41,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,511330.32,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,773725.08,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1230250.25,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,852876.29,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1705655.09,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,867539.07,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,330604.9,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,231976.84,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1170103.25,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,851919.34,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,419348.59,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,950862.92,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1810684.68,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1879891.13,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,650263.95,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1789687.65,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1111797.21,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,293131.58,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1655036.75,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1597002.71,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1275591.84,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,868636.3,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1199449.54,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1318343.58,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,452905.22,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1099055.65,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,678228.58,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1067432.1,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,548542.47,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,281313.78,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1169413.27,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1724557.22,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,1351791.03,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,607819.33,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,902779.25,Actual
2010-09-24,946907.0272773253,250514.73667928678,1646359.098600338,492262.96,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1129909.44,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1645892.97,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,566945.95,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1453329.5,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1109216.35,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,658640.14,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,481523.93,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1543532.83,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1379456.3,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,474698.01,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,445475.3,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,300152.45,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1203080.41,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,948977.5,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1213981.64,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,677158.39,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,829207.27,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1182490.46,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,923221.52,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,690007.76,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,905987.17,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1061089.56,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1219583.91,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,495692.19,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,358784.1,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1855703.66,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,529877.93,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1842821.02,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,448998.73,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,891152.33,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,422169.47,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,804105.49,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1827440.43,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1215273.2,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,463977.54,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1765584.48,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,865709.11,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1328468.89,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,850936.26,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,771065.21,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,224294.39,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,657108.77,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,1933719.21,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,283178.12,Actual
2010-10-01,970473.5843684243,285733.95978388627,1645478.260884748,360256.58,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1015051.62,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,2060389.27,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1001069.52,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1707662.87,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1428960.72,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,591603.79,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1179851.68,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,680579.49,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,674283.86,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1085483.44,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,2091663.2,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1334571.87,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1107432.71,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1300131.68,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,931710.67,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1871924.07,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,530059.06,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,827738.06,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,442894.2,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,462080.47,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1361944.94,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,266484.19,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,918335.68,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1772192.42,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1360317.9,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1162042.24,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1293472.8,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,444351.61,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1508239.93,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,745782.1,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1849921.44,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,972405.38,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,480239.88,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,524483.65,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,279524.44,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,395107.35,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,505069.21,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,351271.36,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,874615.32,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,713332.54,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,599759.45,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,870349.86,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1286598.59,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,290494.85,Actual
2010-10-08,994535.7044702182,286160.8215023309,1740735.8433990607,1951494.85,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,838297.32,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1794355.49,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1369317.63,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1265852.43,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1728388.2,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,954401.46,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1851431.06,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,280681.2,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,452169.28,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1238742.0,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1175003.67,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1029618.1,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1133913.33,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1344580.92,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1300806.74,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,715263.3,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,453308.15,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,251732.92,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,559285.35,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,463370.48,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,577011.26,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,337743.26,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1950676.39,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,699852.68,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,454769.68,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,937956.89,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,453943.89,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1096692.88,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1158062.99,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,345584.39,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,268708.43,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,888703.62,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1932162.63,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,498925.86,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1867345.09,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1703850.25,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,616094.72,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,917883.17,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,693412.05,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,798376.99,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,826546.96,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1459409.1,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,1119809.71,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,862419.84,Actual
2010-10-15,993268.9502659995,290765.63186341815,1748876.811964789,483011.69,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1169831.38,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1936621.09,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,505221.17,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,882180.91,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,510425.4,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,284988.27,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,836419.14,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,472450.81,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,730899.37,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1740234.06,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1234875.33,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1262289.29,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1737947.64,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,815093.76,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,466322.76,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,339042.18,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1927610.06,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1693935.29,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1332716.53,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,600395.73,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,270110.3,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1156003.7,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1052120.43,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1357154.71,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,857883.46,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1147503.92,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,960998.52,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1796949.59,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1102185.0,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,459631.74,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1345454.0,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,827705.82,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1893955.27,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1261109.01,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,234175.92,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,710668.45,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,680943.03,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,348895.98,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,541216.92,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,1120619.32,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,424956.3,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,936293.6,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,916522.66,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,661644.19,Actual
2010-10-22,977606.2325876174,282859.4093730067,1734656.6945974834,522467.51,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,392654.26,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1891816.0,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1195036.0,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,278031.81,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,213538.32,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1933333.0,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,465493.15,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,875038.84,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,286497.49,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1384209.22,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1038576.54,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1887895.07,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1257921.28,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,955294.7,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1802755.11,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1144854.56,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,830756.76,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1115138.51,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,438334.39,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,857797.33,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1294769.08,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,348591.74,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,926294.02,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,731756.65,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,476967.65,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,610076.32,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,495022.51,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1231688.48,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,895069.88,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,674458.03,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1385323.7,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1984768.34,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1025766.27,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,598301.5,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1688955.49,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1404576.48,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,508801.61,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,341219.63,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1741308.56,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,732859.76,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,527058.59,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,514485.9,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1112871.23,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,1244925.94,Actual
2010-10-29,982459.9812030912,230120.64597840607,1751926.692055195,861941.25,Actual
2010-11-05,1025039.6601143423,305892.03673001594,1737459.1068890477,1939061.41,Actual
2010-11-05,1025039.6601143423,305892.03673001594,1737459.1068890477,2013115.79,Actual
2010-11-05,1025039.6601143423,305892.03673001594,1737459.1068890477,929690.71,Actual
2010-11-05,1025039.6601143423,305892.03673001594,1737459.1068890477,612987.64,Actual
2010-11-05,1025039.6601143423,305892.03673001594,1737459.1068890477,2184316.64,Actual
2010-11-05,1025039.6601143423,305892.03673001594,1737459.1068890477,1063056.21,Actual
2010-11-05,1025039.6601143423,305892.03673001594,1737459.1068890477,484661.87,Actual
2010-11-05,1025039.6601143423,305892.03673001594,1737459.1068890477,423175.56,Actual
2010-11-05,1025039.6601143423,305892.03673001594,1737459.1068890477,719888.76,Actual
2010-11-05,1025039.6601143423,305892.03673001594,1737459.1068890477,605960.2,Actual
2010-11-05,1025039.6601143423,305892.03673001594,1737459.1068890477,1501663.26,Actual
